isotope,a,z,yield,mass,metallicity,mass_ej,massfrac
o15,15,8,0.0,1.006,0.0001,4.994,0.0
o16,16,8,0.000658553552306,1.006,0.0001,4.994,0.00013186895320504606
o17,17,8,3.7372175827999998e-06,1.006,0.0001,4.994,7.4834152639167e-07
o18,18,8,8.548206399999621e-10,1.006,0.0001,4.994,1.7116953143771767e-10
o19,19,8,0.0,1.006,0.0001,4.994,0.0
f17,17,9,0.0,1.006,0.0001,4.994,0.0
f18,18,9,0.0,1.006,0.0001,4.994,0.0
f19,19,9,5.603643727599999e-09,1.006,0.0001,4.994,1.1220752358029635e-09
f20,20,9,0.0,1.006,0.0001,4.994,0.0
ne19,19,10,0.0,1.006,0.0001,4.994,0.0
ne20,20,10,7.502453564979999e-05,1.006,0.0001,4.994,1.5022934651541849e-05
ne21,21,10,2.1327001958000014e-08,1.006,0.0001,4.994,4.2705250216259545e-09
ne22,22,10,0.0003492563241999,1.006,0.0001,4.994,6.993518706445735e-05
ne23,23,10,0.0,1.006,0.0001,4.994,0.0
na21,21,11,0.0,1.006,0.0001,4.994,0.0
na22,22,11,2.2331647e-11,1.006,0.0001,4.994,4.471695434521426e-12
na23,23,11,7.89095018878e-06,1.006,0.0001,4.994,1.5800861411253504e-06
na24,24,11,0.0,1.006,0.0001,4.994,0.0
mg23,23,12,0.0,1.006,0.0001,4.994,0.0
mg24,24,12,1.4939460589999988e-06,1.006,0.0001,4.994,2.9914818962755286e-07
mg25,25,12,8.074937036444e-05,1.006,0.0001,4.994,1.6169277205534644e-05
mg26,26,12,0.00026816055039006,1.006,0.0001,4.994,5.369654593313176e-05
mg27,27,12,0.0,1.006,0.0001,4.994,0.0
al25,25,13,0.0,1.006,0.0001,4.994,0.0
al26,26,13,6.0568882e-06,1.006,0.0001,4.994,1.2128330396475772e-06
al27,27,13,3.0621707325940004e-05,1.006,0.0001,4.994,6.1316995045935134e-06
al28,28,13,0.0,1.006,0.0001,4.994,0.0
si27,27,14,0.0,1.006,0.0001,4.994,0.0
si28,28,14,2.43290967598e-05,1.006,0.0001,4.994,4.871665350380456e-06
si29,29,14,1.80619623372e-06,1.006,0.0001,4.994,3.616732546495795e-07
si30,30,14,2.41861722534e-06,1.006,0.0001,4.994,4.843046106007209e-07
si31,31,14,0.0,1.006,0.0001,4.994,0.0
si32,32,14,2.7867217e-10,1.006,0.0001,4.994,5.580139567480977e-11
si33,33,14,0.0,1.006,0.0001,4.994,0.0
p29,29,15,0.0,1.006,0.0001,4.994,0.0
p30,30,15,0.0,1.006,0.0001,4.994,0.0
p31,31,15,9.382697540340001e-07,1.006,0.0001,4.994,1.8787940609411296e-07
p32,32,15,7.1139682e-14,1.006,0.0001,4.994,1.424503043652383e-14
p33,33,15,1.1990930999999999e-20,1.006,0.0001,4.994,2.4010674809771724e-21
p34,34,15,0.0,1.006,0.0001,4.994,0.0
s32,32,16,9.878506937199998e-06,1.006,0.0001,4.994,1.9780750775330394e-06
s33,33,16,8.47351341e-08,1.006,0.0001,4.994,1.6967387685222268e-08
s34,34,16,4.706686327899999e-06,1.006,0.0001,4.994,9.424682274529434e-07
s35,35,16,1.4034303e-08,1.006,0.0001,4.994,2.8102328794553468e-09
fe54,54,26,1.7354572409e-06,1.006,0.0001,4.994,3.4750845832999603e-07
fe55,55,26,5.8285985e-09,1.006,0.0001,4.994,1.1671202442931518e-09
fe56,56,26,2.85694669282e-05,1.006,0.0001,4.994,5.720758295594714e-06
fe57,57,26,7.1387061135e-07,1.006,0.0001,4.994,1.4294565705847017e-07
fe58,58,26,1.43419245324e-07,1.006,0.0001,4.994,2.871831103804566e-08
fe59,59,26,0.0,1.006,0.0001,4.994,0.0
fe60,60,26,1.4784202e-07,1.006,0.0001,4.994,2.960392871445735e-08
fe61,61,26,0.0,1.006,0.0001,4.994,0.0
co59,59,27,1.0657861587799999e-07,1.006,0.0001,4.994,2.1341332774929915e-08
co60,60,27,7.6060191e-12,1.006,0.0001,4.994,1.523031457749299e-12
co61,61,27,0.0,1.006,0.0001,4.994,0.0
ni58,58,28,1.2056622003999997e-06,1.006,0.0001,4.994,2.4142214665598716e-07
ni59,59,28,9.311915e-12,1.006,0.0001,4.994,1.8646205446535845e-12
ni60,60,28,4.96608725594e-07,1.006,0.0001,4.994,9.944107440808971e-08
ni61,61,28,6.46204982045e-07,1.006,0.0001,4.994,1.293962719353224e-07
ni62,62,28,4.351207999998568e-12,1.006,0.0001,4.994,8.712871445732014e-13
g,1,0,3.29227841e-08,0.564,0.02,0.43600000000000005,7.551097270642201e-08
n,1,0,0.0,0.564,0.02,0.43600000000000005,0.0
p,1,1,0.29182612208,0.564,0.02,0.43600000000000005,0.6693259680733945
d,2,1,1.1862845999999999e-18,0.564,0.02,0.43600000000000005,2.7208362385321097e-18
he3,3,2,0.00013540545,0.564,0.02,0.43600000000000005,0.0003105629587155963
he4,4,2,0.13573159702,0.564,0.02,0.43600000000000005,0.3113110023394495
li7,7,3,2.403155e-09,0.564,0.02,0.43600000000000005,5.5118233944954116e-09
be7,7,4,4.0740918e-12,0.564,0.02,0.43600000000000005,9.344247247706422e-12
b8,8,5,2.6669912000000003e-27,0.564,0.02,0.43600000000000005,6.116952293577982e-27
c12,12,6,0.0011482981712,0.564,0.02,0.43600000000000005,0.002633711401834862
c13,13,6,4.0716646868e-05,0.564,0.02,0.43600000000000005,9.338680474311926e-05
c14,14,6,7.343462500000001e-28,0.564,0.02,0.43600000000000005,1.6842803899082566e-27
n13,13,7,0.0,0.564,0.02,0.43600000000000005,0.0
n14,14,7,0.0006618155924,0.564,0.02,0.43600000000000005,0.0015179256706422015
n15,15,7,1.390711904e-06,0.564,0.02,0.43600000000000005,3.189706201834862e-06
o14,14,8,0.0,0.564,0.02,0.43600000000000005,0.0
o15,15,8,0.0,0.564,0.02,0.43600000000000005,0.0
o16,16,8,0.0041860014963,0.564,0.02,0.43600000000000005,0.009600920863073393
o17,17,8,2.018086904e-06,0.564,0.02,0.43600000000000005,4.6286396880733946e-06
o18,18,8,9.034617446e-06,0.564,0.02,0.43600000000000005,2.072159964678899e-05
o19,19,8,0.0,0.564,0.02,0.43600000000000005,0.0
f17,17,9,0.0,0.564,0.02,0.43600000000000005,0.0
f18,18,9,0.0,0.564,0.02,0.43600000000000005,0.0
f19,19,9,1.7700894344000002e-07,0.564,0.02,0.43600000000000005,4.059838152293578e-07
f20,20,9,0.0,0.564,0.02,0.43600000000000005,0.0
ne19,19,10,0.0,0.564,0.02,0.43600000000000005,0.0
ne20,20,10,0.0007068996320020001,0.564,0.02,0.43600000000000005,0.0016213294311972477
ne21,21,10,1.8028825362e-06,0.564,0.02,0.43600000000000005,4.13505168853211e-06
ne22,22,10,5.671681989e-05,0.564,0.02,0.43600000000000005,0.00013008444928899081
ne23,23,10,0.0,0.564,0.02,0.43600000000000005,0.0
na21,21,11,0.0,0.564,0.02,0.43600000000000005,0.0
na22,22,11,4.2908144999999994e-37,0.564,0.02,0.43600000000000005,9.841317660550456e-37
na23,23,11,1.4717866646000001e-05,0.564,0.02,0.43600000000000005,3.375657487614679e-05
na24,24,11,0.0,0.564,0.02,0.43600000000000005,0.0
mg23,23,12,0.0,0.564,0.02,0.43600000000000005,0.0
mg24,24,12,0.00022482280307022003,0.564,0.02,0.43600000000000005,0.000515648630895
mg25,25,12,2.9544249578000004e-05,0.564,0.02,0.43600000000000005,6.776204031651376e-05
mg26,26,12,3.3894246103e-05,0.564,0.02,0.43600000000000005,7.773909656651376e-05
mg27,27,12,0.0,0.564,0.02,0.43600000000000005,0.0
al25,25,13,0.0,0.564,0.02,0.43600000000000005,0.0
al26,26,13,3.5967269e-12,0.564,0.02,0.43600000000000005,8.24937362385321e-12
al27,27,13,2.5354105463270005e-05,0.564,0.02,0.43600000000000005,5.815161803502294e-05
al28,28,13,0.0,0.564,0.02,0.43600000000000005,0.0
si27,27,14,0.0,0.564,0.02,0.43600000000000005,0.0
si28,28,14,0.0002852422380706,0.564,0.02,0.43600000000000005,0.0006542253166756881
si29,29,14,1.4964498314318e-05,0.564,0.02,0.43600000000000005,3.43222438401789e-05
si30,30,14,1.0274626093320001e-05,0.564,0.02,0.43600000000000005,2.356565617733945e-05
si31,31,14,0.0,0.564,0.02,0.43600000000000005,0.0
si32,32,14,0.0,0.564,0.02,0.43600000000000005,0.0
si33,33,14,0.0,0.564,0.02,0.43600000000000005,0.0
p29,29,15,0.0,0.564,0.02,0.43600000000000005,0.0
p30,30,15,0.0,0.564,0.02,0.43600000000000005,0.0
p31,31,15,3.562344993636001e-06,0.564,0.02,0.43600000000000005,8.170516040449543e-06
p32,32,15,0.0,0.564,0.02,0.43600000000000005,0.0
p33,33,15,0.0,0.564,0.02,0.43600000000000005,0.0
p34,34,15,0.0,0.564,0.02,0.43600000000000005,0.0
s32,32,16,0.00017290802725710002,0.564,0.02,0.43600000000000005,0.00039657804416766055
s33,33,16,1.407483214563e-06,0.564,0.02,0.43600000000000005,3.228172510465596e-06
s34,34,16,8.16120685451e-05,0.564,0.02,0.43600000000000005,0.0001871836434520642
s35,35,16,5.4745372e-20,0.564,0.02,0.43600000000000005,1.2556277981651373e-19
fe54,54,26,3.1152858823873e-05,0.564,0.02,0.43600000000000005,7.145151106392889e-05
fe55,55,26,2.0495279e-18,0.564,0.02,0.43600000000000005,4.7007520642201825e-18
fe56,56,26,0.0005108017743149101,0.564,0.02,0.43600000000000005,0.0011715637025571332
fe57,57,26,1.247517266399e-05,0.564,0.02,0.43600000000000005,2.8612781339426603e-05
fe58,58,26,1.6154532897180003e-06,0.564,0.02,0.43600000000000005,3.7051680956834862e-06
fe59,59,26,0.0,0.564,0.02,0.43600000000000005,0.0
fe60,60,26,0.0,0.564,0.02,0.43600000000000005,0.0
fe61,61,26,0.0,0.564,0.02,0.43600000000000005,0.0
co59,59,27,1.4673025316100002e-06,0.564,0.02,0.43600000000000005,3.3653727789220184e-06
co60,60,27,0.0,0.564,0.02,0.43600000000000005,0.0
co61,61,27,1.0408425e-39,0.564,0.02,0.43600000000000005,2.3872534403669722e-39
ni58,58,28,2.160280481906e-05,0.564,0.02,0.43600000000000005,4.954771747490825e-05
ni59,59,28,6.3177705e-28,0.564,0.02,0.43600000000000005,1.4490299311926604e-27
ni60,60,28,8.5556226555159e-06,0.564,0.02,0.43600000000000005,1.9622987742008942e-05
ni61,61,28,8.7458431452e-07,0.564,0.02,0.43600000000000005,2.005927326880734e-06
ni62,62,28,7.057349924000001e-07,0.564,0.02,0.43600000000000005,1.6186582394495414e-06
g,1,0,6.56882681e-08,0.574,0.02,0.676,9.717199423076923e-08
n,1,0,0.0,0.574,0.02,0.676,0.0
p,1,1,0.45273641728,0.574,0.02,0.676,0.6697284279289941
d,2,1,3.920804699999999e-18,0.574,0.02,0.676,5.800006952662721e-18
he3,3,2,0.00023805331,0.574,0.02,0.676,0.00035214986686390526
he4,4,2,0.21011991212,0.574,0.02,0.676,0.3108282723668639
li7,7,3,7.5101784e-10,0.574,0.02,0.676,1.1109731360946744e-09
be7,7,4,5.8754618e-13,0.574,0.02,0.676,8.691511538461538e-13
b8,8,5,9.474090800000001e-27,0.574,0.02,0.676,1.4014927218934912e-26
c12,12,6,0.0015888559692000003,0.574,0.02,0.676,0.0023503786526627222
c13,13,6,6.3741376988e-05,0.574,0.02,0.676,9.42919777928994e-05
c14,14,6,1.230054e-27,0.574,0.02,0.676,1.8196065088757396e-27
n13,13,7,0.0,0.574,0.02,0.676,0.0
n14,14,7,0.0012511705484000001,0.574,0.02,0.676,0.0018508440065088758
n15,15,7,1.8524684640000002e-06,0.574,0.02,0.676,2.7403379644970414e-06
o14,14,8,0.0,0.574,0.02,0.676,0.0
o15,15,8,0.0,0.574,0.02,0.676,0.0
o16,16,8,0.006489598871800001,0.574,0.02,0.676,0.00959999833106509
o17,17,8,3.5566897640000003e-06,0.574,0.02,0.676,5.261375390532545e-06
o18,18,8,1.2828473096e-05,0.574,0.02,0.676,1.8977031207100592e-05
o19,19,8,0.0,0.574,0.02,0.676,0.0
f17,17,9,0.0,0.574,0.02,0.676,0.0
f18,18,9,0.0,0.574,0.02,0.676,0.0
f19,19,9,2.754322597e-07,0.574,0.02,0.676,4.0744417115384616e-07
f20,20,9,0.0,0.574,0.02,0.676,0.0
ne19,19,10,0.0,0.574,0.02,0.676,0.0
ne20,20,10,0.0010961087000200002,0.574,0.02,0.676,0.0016214625739940831
ne21,21,10,2.7966206228000003e-06,0.574,0.02,0.676,4.137012755621302e-06
ne22,22,10,8.779573826e-05,0.574,0.02,0.676,0.0001298753524556213
ne23,23,10,0.0,0.574,0.02,0.676,0.0
na21,21,11,0.0,0.574,0.02,0.676,0.0
na22,22,11,4.0997263e-30,0.574,0.02,0.676,6.0646838757396446e-30
na23,23,11,2.2978032056e-05,0.574,0.02,0.676,3.399117168047337e-05
na24,24,11,0.0,0.574,0.02,0.676,0.0
mg23,23,12,0.0,0.574,0.02,0.676,0.0
mg24,24,12,0.00034861219768100003,0.574,0.02,0.676,0.0005156985172795858
mg25,25,12,4.5808695758100004e-05,0.574,0.02,0.676,6.776434283742603e-05
mg26,26,12,5.255964531500001e-05,0.574,0.02,0.676,7.775095460798818e-05
mg27,27,12,0.0,0.574,0.02,0.676,0.0
al25,25,13,0.0,0.574,0.02,0.676,0.0
al26,26,13,2.8757303e-13,0.574,0.02,0.676,4.254038905325443e-13
al27,27,13,3.9313930363300005e-05,0.574,0.02,0.676,5.815670172085799e-05
al28,28,13,0.0,0.574,0.02,0.676,0.0
si27,27,14,0.0,0.574,0.02,0.676,0.0
si28,28,14,0.000442301642354,0.574,0.02,0.676,0.0006542923703461538
si29,29,14,2.32042279226e-05,0.574,0.02,0.676,3.432578095059171e-05
si30,30,14,1.59316425418e-05,0.574,0.02,0.676,2.356751855295858e-05
si31,31,14,0.0,0.574,0.02,0.676,0.0
si32,32,14,0.0,0.574,0.02,0.676,0.0
si33,33,14,0.0,0.574,0.02,0.676,0.0
p29,29,15,0.0,0.574,0.02,0.676,0.0
p30,30,15,0.0,0.574,0.02,0.676,0.0
p31,31,15,5.523796377390001e-06,0.574,0.02,0.676,8.171296416257398e-06
p32,32,15,0.0,0.574,0.02,0.676,0.0
p33,33,15,0.0,0.574,0.02,0.676,0.0
p34,34,15,0.0,0.574,0.02,0.676,0.0
s32,32,16,0.00026810912588700003,0.574,0.02,0.676,0.0003966111329689349
s33,33,16,2.18244496249e-06,0.574,0.02,0.676,3.228468879423077e-06
s34,34,16,0.000126546771879,0.574,0.02,0.676,0.00018719936668491126
s35,35,16,7.7321483e-20,0.574,0.02,0.676,1.143808920118343e-19
fe54,54,26,4.830600795790001e-05,0.574,0.02,0.676,7.145859165369824e-05
fe55,55,26,3.2336936999999997e-18,0.574,0.02,0.676,4.783570562130177e-18
fe56,56,26,0.000792054114919,0.574,0.02,0.676,0.00117167768479142
fe57,57,26,1.93439149407e-05,0.574,0.02,0.676,2.8615258788017748e-05
fe58,58,26,2.5049107025700002e-06,0.574,0.02,0.676,3.705489204985207e-06
fe59,59,26,0.0,0.574,0.02,0.676,0.0
fe60,60,26,0.0,0.574,0.02,0.676,0.0
fe61,61,26,0.0,0.574,0.02,0.676,0.0
co59,59,27,2.27517904782e-06,0.574,0.02,0.676,3.3656494790236687e-06
co60,60,27,0.0,0.574,0.02,0.676,0.0
co61,61,27,0.0,0.574,0.02,0.676,0.0
ni58,58,28,3.3497047826700006e-05,0.574,0.02,0.676,4.955184589748521e-05
ni59,59,28,6.3815597e-28,0.574,0.02,0.676,9.440177071005917e-28
ni60,60,28,1.32664545259e-05,0.574,0.02,0.676,1.9624932730621303e-05
ni61,61,28,2.2490310113199997e-06,0.574,0.02,0.676,3.326968951656804e-06
ni62,62,28,1.8678779840000035e-07,0.574,0.02,0.676,2.7631331124260406e-07
g,1,0,7.750492050000001e-08,0.6,0.02,0.9,8.611657833333335e-08
n,1,0,0.0,0.6,0.02,0.9,0.0
p,1,1,0.6062915409999999,0.6,0.02,0.9,0.6736572677777777
d,2,1,3.9741023999999994e-18,0.6,0.02,0.9,4.415669333333333e-18
he3,3,2,0.00031066535,0.6,0.02,0.9,0.00034518372222222223
he4,4,2,0.276188586,0.6,0.02,0.9,0.30687620666666665
li7,7,3,3.0517397e-09,0.6,0.02,0.9,3.390821888888889e-09
be7,7,4,4.3489181e-13,0.6,0.02,0.9,4.832131222222222e-13
b8,8,5,2.0495578999999998e-25,0.6,0.02,0.9,2.2772865555555554e-25
c12,12,6,0.00193077578,0.6,0.02,0.9,0.002145306422222222
c13,13,6,8.77844587e-05,0.6,0.02,0.9,9.753828744444445e-05
c14,14,6,9.781330200000001e-28,0.6,0.02,0.9,1.0868144666666667e-27
n13,13,7,0.0,0.6,0.02,0.9,0.0
n14,14,7,0.00187843108,0.6,0.02,0.9,0.0020871456444444443
n15,15,7,2.1443845e-06,0.6,0.02,0.9,2.382649444444444e-06
o14,14,8,0.0,0.6,0.02,0.9,0.0
o15,15,8,0.0,0.6,0.02,0.9,0.0
o16,16,8,0.008637317972500001,0.6,0.02,0.9,0.009597019969444445
o17,17,8,7.0482393e-06,0.6,0.02,0.9,7.831377e-06
o18,18,8,1.59217905e-05,0.6,0.02,0.9,1.7690878333333333e-05
o19,19,8,0.0,0.6,0.02,0.9,0.0
f17,17,9,0.0,0.6,0.02,0.9,0.0
f18,18,9,0.0,0.6,0.02,0.9,0.0
f19,19,9,3.671693506e-07,0.6,0.02,0.9,4.079659451111111e-07
f20,20,9,0.0,0.6,0.02,0.9,0.0
ne19,19,10,0.0,0.6,0.02,0.9,0.0
ne20,20,10,0.00145917380150807,0.6,0.02,0.9,0.0016213042238978556
ne21,21,10,3.7226717138000003e-06,0.6,0.02,0.9,4.136301904222222e-06
ne22,22,10,0.0001158425216,0.6,0.02,0.9,0.00012871391288888888
ne23,23,10,0.0,0.6,0.02,0.9,0.0
na21,21,11,0.0,0.6,0.02,0.9,0.0
na22,22,11,1.1512908000000001e-32,0.6,0.02,0.9,1.2792120000000001e-32
na23,23,11,3.16696864e-05,0.6,0.02,0.9,3.518854044444444e-05
na24,24,11,0.0,0.6,0.02,0.9,0.0
mg23,23,12,0.0,0.6,0.02,0.9,0.0
mg24,24,12,0.00046408296237702003,0.6,0.02,0.9,0.0005156477359744666
mg25,25,12,6.09827560348e-05,0.6,0.02,0.9,6.775861781644444e-05
mg26,26,12,6.996786579720001e-05,0.6,0.02,0.9,7.7742073108e-05
mg27,27,12,0.0,0.6,0.02,0.9,0.0
al25,25,13,0.0,0.6,0.02,0.9,0.0
al26,26,13,4.8227416e-12,0.6,0.02,0.9,5.358601777777778e-12
al27,27,13,5.233592059755501e-05,0.6,0.02,0.9,5.815102288617223e-05
al28,28,13,0.0,0.6,0.02,0.9,0.0
si27,27,14,0.0,0.6,0.02,0.9,0.0
si28,28,14,0.00058880605932257,0.6,0.02,0.9,0.0006542289548028555
si29,29,14,3.0890157565852e-05,0.6,0.02,0.9,3.4322397295391106e-05
si30,30,14,2.1208713736756e-05,0.6,0.02,0.9,2.3565237485284444e-05
si31,31,14,0.0,0.6,0.02,0.9,0.0
si32,32,14,0.0,0.6,0.02,0.9,0.0
si33,33,14,0.0,0.6,0.02,0.9,0.0
p29,29,15,0.0,0.6,0.02,0.9,0.0
p30,30,15,0.0,0.6,0.02,0.9,0.0
p31,31,15,7.3534343542421e-06,0.6,0.02,0.9,8.170482615824555e-06
p32,32,15,0.0,0.6,0.02,0.9,0.0
p33,33,15,0.0,0.6,0.02,0.9,0.0
p34,34,15,0.0,0.6,0.02,0.9,0.0
s32,32,16,0.000356915011207661,0.6,0.02,0.9,0.0003965722346751789
s33,33,16,2.9053359284841e-06,0.6,0.02,0.9,3.228151031649e-06
s34,34,16,0.00016846271503276,0.6,0.02,0.9,0.00018718079448084443
s35,35,16,7.6107428e-20,0.6,0.02,0.9,8.456380888888888e-20
fe54,54,26,6.4306373107661e-05,0.6,0.02,0.9,7.145152567517889e-05
fe55,55,26,3.4367660999999998e-18,0.6,0.02,0.9,3.8186289999999996e-18
fe56,56,26,0.0010544094881209001,0.6,0.02,0.9,0.0011715660979121111
fe57,57,26,2.5751168327872997e-05,0.6,0.02,0.9,2.8612409253192217e-05
fe58,58,26,3.3346115384840996e-06,0.6,0.02,0.9,3.7051239316489996e-06
fe59,59,26,0.0,0.6,0.02,0.9,0.0
fe60,60,26,0.0,0.6,0.02,0.9,0.0
fe61,61,26,0.0,0.6,0.02,0.9,0.0
co59,59,27,3.0287889332315e-06,0.6,0.02,0.9,3.3653210369238888e-06
co60,60,27,0.0,0.6,0.02,0.9,0.0
co61,61,27,0.0,0.6,0.02,0.9,0.0
ni58,58,28,4.4592244048085e-05,0.6,0.02,0.9,4.954693783120555e-05
ni59,59,28,1.7999009000000002e-27,0.6,0.02,0.9,1.999889888888889e-27
ni60,60,28,1.76607000569682e-05,0.6,0.02,0.9,1.9623000063297998e-05
ni61,61,28,2.387570863e-06,0.6,0.02,0.9,2.6528565144444446e-06
ni62,62,28,8.6500976e-07,0.6,0.02,0.9,9.611219555555555e-07
g,1,0,9.9838122625e-08,0.615,0.02,1.135,8.796310363436123e-08
n,1,0,0.0,0.615,0.02,1.135,0.0
p,1,1,0.7689773690499999,0.615,0.02,1.135,0.6775131004845815
d,2,1,5.358578199999999e-18,0.615,0.02,1.135,4.721214273127753e-18
he3,3,2,0.00032173586,0.615,0.02,1.135,0.000283467718061674
he4,4,2,0.34397660269999997,0.615,0.02,1.135,0.3030630860792951
li7,7,3,3.348922e-09,0.615,0.02,1.135,2.950592070484581e-09
be7,7,4,3.1671383e-13,0.615,0.02,1.135,2.7904302202643173e-13
b8,8,5,4.1181086e-25,0.615,0.02,1.135,3.6282895154185023e-25
c12,12,6,0.0023224214169999995,0.615,0.02,1.135,0.002046186270484581
c13,13,6,0.000102726439005,0.615,0.02,1.135,9.05078757753304e-05
c14,14,6,7.4995539000000005e-28,0.615,0.02,1.135,6.607536475770925e-28
n13,13,7,0.0,0.615,0.02,1.135,0.0
n14,14,7,0.0025052577590000003,0.615,0.02,1.135,0.0022072755585903084
n15,15,7,2.6104280649999997e-06,0.615,0.02,1.135,2.299936621145374e-06
o14,14,8,0.0,0.615,0.02,1.135,0.0
o15,15,8,0.0,0.615,0.02,1.135,0.0
o16,16,8,0.0108929931487,0.615,0.02,1.135,0.009597350791806167
o17,17,8,1.364448254e-05,0.615,0.02,1.135,1.2021570519823788e-05
o18,18,8,1.921270181e-05,0.615,0.02,1.135,1.6927490581497798e-05
o19,19,8,0.0,0.615,0.02,1.135,0.0
f17,17,9,0.0,0.615,0.02,1.135,0.0
f18,18,9,0.0,0.615,0.02,1.135,0.0
f19,19,9,4.62887855e-07,0.615,0.02,1.135,4.078307092511013e-07
f20,20,9,0.0,0.615,0.02,1.135,0.0
ne19,19,10,0.0,0.615,0.02,1.135,0.0
ne20,20,10,0.0018401824555685,0.615,0.02,1.135,0.001621306128254185
ne21,21,10,4.69085400437e-06,0.615,0.02,1.135,4.132911017066079e-06
ne22,22,10,0.00014394199034999997,0.615,0.02,1.135,0.00012682113687224666
ne23,23,10,0.0,0.615,0.02,1.135,0.0
na21,21,11,0.0,0.615,0.02,1.135,0.0
na22,22,11,3.2418977e-33,0.615,0.02,1.135,2.8562975330396474e-33
na23,23,11,4.218565406e-05,0.615,0.02,1.135,3.7167977145374446e-05
na24,24,11,0.0,0.615,0.02,1.135,0.0
mg23,23,12,0.0,0.615,0.02,1.135,0.0
mg24,24,12,0.0005852634273484001,0.615,0.02,1.135,0.0005156505967827314
mg25,25,12,7.691585499732e-05,0.615,0.02,1.135,6.776727312539207e-05
mg26,26,12,8.822660962596999e-05,0.615,0.02,1.135,7.773269570570043e-05
mg27,27,12,0.0,0.615,0.02,1.135,0.0
al25,25,13,0.0,0.615,0.02,1.135,0.0
al26,26,13,5.5578814e-10,0.615,0.02,1.135,4.896811806167401e-10
al27,27,13,6.60010745234e-05,0.615,0.02,1.135,5.815072645233481e-05
al28,28,13,0.0,0.615,0.02,1.135,0.0
si27,27,14,0.0,0.615,0.02,1.135,0.0
si28,28,14,0.00074254967873024,0.615,0.02,1.135,0.0006542287918328106
si29,29,14,3.8955877901063994e-05,0.615,0.02,1.135,3.432235938419735e-05
si30,30,14,2.6746513612873e-05,0.615,0.02,1.135,2.3565210231606167e-05
si31,31,14,0.0,0.615,0.02,1.135,0.0
si32,32,14,0.0,0.615,0.02,1.135,0.0
si33,33,14,0.0,0.615,0.02,1.135,0.0
p29,29,15,0.0,0.615,0.02,1.135,0.0
p30,30,15,0.0,0.615,0.02,1.135,0.0
p31,31,15,9.273531518793001e-06,0.615,0.02,1.135,8.170512351359472e-06
p32,32,15,0.0,0.615,0.02,1.135,0.0
p33,33,15,0.0,0.615,0.02,1.135,0.0
p34,34,15,0.0,0.615,0.02,1.135,0.0
s32,32,16,0.0004501097912998,0.615,0.02,1.135,0.0003965725033478414
s33,33,16,3.6639529822209e-06,0.615,0.02,1.135,3.2281524072430837e-06
s34,34,16,0.00021245043965957599,0.615,0.02,1.135,0.0001871810041053533
s35,35,16,6.6496578e-20,0.615,0.02,1.135,5.858729339207048e-20
fe54,54,26,8.1097328199466e-05,0.615,0.02,1.135,7.145139048411102e-05
fe55,55,26,3.1788004999999997e-18,0.615,0.02,1.135,2.800705286343612e-18
fe56,56,26,0.00132972334440725,0.615,0.02,1.135,0.001171562417979956
fe57,57,26,3.2474991491380996e-05,0.615,0.02,1.135,2.8612327305181493e-05
fe58,58,26,4.205297669585e-06,0.615,0.02,1.135,3.7051080789295155e-06
fe59,59,26,0.0,0.615,0.02,1.135,0.0
fe60,60,26,0.0,0.615,0.02,1.135,0.0
fe61,61,26,0.0,0.615,0.02,1.135,0.0
co59,59,27,3.8196408194682e-06,0.615,0.02,1.135,3.3653223079014975e-06
co60,60,27,0.0,0.615,0.02,1.135,0.0
co61,61,27,0.0,0.615,0.02,1.135,0.0
ni58,58,28,5.623591648128e-05,0.615,0.02,1.135,4.954706297910132e-05
ni59,59,28,1.4954083e-24,0.615,0.02,1.135,1.3175403524229075e-24
ni60,60,28,2.2272107284947e-05,0.615,0.02,1.135,1.962300201316916e-05
ni61,61,28,3.13882864445e-06,0.615,0.02,1.135,2.76548779246696e-06
ni62,62,28,9.609329590000002e-07,0.615,0.02,1.135,8.466369682819385e-07
g,1,0,1.2722429125e-07,0.63,0.02,1.27,1.0017660728346457e-07
n,1,0,0.0,0.63,0.02,1.27,0.0
p,1,1,0.8628011220999999,0.63,0.02,1.27,0.6793709622834645
d,2,1,7.520605399999999e-18,0.63,0.02,1.27,5.92173653543307e-18
he3,3,2,0.00032009522,0.63,0.02,1.27,0.00025204348031496063
he4,4,2,0.3825697004,0.63,0.02,1.27,0.3012359845669291
li7,7,3,5.400414999999998e-10,0.63,0.02,1.27,4.2522952755905496e-10
be7,7,4,3.3869305e-13,0.63,0.02,1.27,2.666874409448819e-13
b8,8,5,2.5497624e-25,0.63,0.02,1.27,2.0076869291338581e-25
c12,12,6,0.002590091434,0.63,0.02,1.27,0.002039442074015748
c13,13,6,0.00011624622901000001,0.63,0.02,1.27,9.153246378740158e-05
c14,14,6,3.2600120000000005e-27,0.63,0.02,1.27,2.5669385826771658e-27
n13,13,7,0.0,0.63,0.02,1.27,0.0
n14,14,7,0.0028123158180000003,0.63,0.02,1.27,0.002214421903937008
n15,15,7,2.87922303e-06,0.63,0.02,1.27,2.267104748031496e-06
o14,14,8,0.0,0.63,0.02,1.27,0.0
o15,15,8,0.0,0.63,0.02,1.27,0.0
o16,16,8,0.012184060845000002,0.63,0.02,1.27,0.009593748696850396
o17,17,8,1.977706128e-05,0.63,0.02,1.27,1.5572489196850393e-05
